"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00798589224063047,119,2594,1.38805570734555,"GO:0043169 cation binding "," http://amigo.geneontology.org/amigo/term/GO:0043169"," BARD1  AGBL1  FTO  FGD4  LIPG  LNX1  PDE5A  DGKG  PDLIM5  ITPK1  TUT7  USP22  CYP11A1  MGAT5  ATP8B1  PLCB1  MCTP1  PIR  PLCD1  BMX  ACE2  TRAF3  HEPHL1  SIK2  BAZ2B  EXTL2  CA5A  CA5B  ZRSR2  ZSWIM6  DPF3  MMP8  CDKAL1  ABLIM2  ZNF577  PPARD  TBC1D8B  DUS3L  RNFT2  CASQ2  PDE10A  MBNL1  CP  VAV3  CA10    RYR2  AGAP1  CA12  PPM1A  GPATCH8  ATP12A  CYP7B1  PDE7A  NID2  TRIM55  LDB3  RNF32  F2  CLSTN2  PKD1L2  PPP2R3A  RNF150  TOPAZ1  CALN1  CDH13  PHF21A  CYP2J2  TRIM24  DIS3L2  ALOX5  RNF144B  RET  SPON1  PCLO  STK3  ALOX15B  TRIM44  SEC24A  JADE2  VDAC1  FSTL4  SRPK2  SULF1  LACTB2  WDFY2  NDUFV2  EYA1  RELN  L3MBTL4  ANKIB1  ACTN4  GNPTAB  DNAJC24  RIMS2  ZFPM2  SCUBE1  ANXA10  COP1  PAPPA2  ADCY2  AOX1  TPH2  TLL2  ADAMTS16  FER1L6  ZNF202  ADCY8  RXRG  EPS15  ETHE1  FOXP1  PDE7B  EFCAB8  ASXL1  TSHZ2  TENM2  ADSS1"
0.00935509199651856,16,166,2.91636448707451,"GO:0030674 protein-macromolecule adaptor activity "," http://amigo.geneontology.org/amigo/term/GO:0030674"," AKAP13  ABI1  NLRP6  KLHDC2  KLHDC1  GRB2  AP1S2  GAB2  FRMD4A  LDLRAP1  AMBRA1  RPTOR  ICE1  STX7  STAT3  RETREG3"
0.0123674345097173,11,90,3.69811218985976,"GO:0019903 protein phosphatase binding "," http://amigo.geneontology.org/amigo/term/GO:0019903"," PTPRT  TRAF3  STRN3  FBXL2  GRB2  SLC9A1  CTTNBP2NL  AMBRA1  PHACTR1  SHOC2  STAT3"
0.0128020896497145,86,1779,1.46269039549873,"GO:0097367 carbohydrate derivative binding "," http://amigo.geneontology.org/amigo/term/GO:0097367"," MYO3A  STK35  CTBS  IMPG2  LIPG  MAPK1  APAF1  DGKG  SPATA5  ITPK1  ATP8B1  NLRP6  MYH15  KIF6  BMX  MLH1  PRKDC  SIK2  ADCK1  DDX10    CAMKK1  ATM  HKDC1  EXTL2  SUSD5  ACVR1B  RAB3C  LYN  ABCA4  RAB6A  CHD7  MAP2K5  RASL12  AGAP1  PAK6  INSR  PGS1  EPHA6  ATP12A  CASK  SGK3  MCMDC2  F2  DDX11  MYO18B  EEFSEC  LATS2  VIT  CNGB3  IMPG1  IARS1  HSD17B12  DPH6  RET  STK3  KATNAL1  RAF1  NEK11  CDKL3  HSPA4  SRPK2  CDK14  RAB31  LAMA1  ACTN4  WNK3  NEK10  SMARCAL1  ADCY2  DNAH9  EPHA7  PLXNA2  ADCY8  HPSE2  ATAD2B  APOB  STK32B  ARHGAP35  STK10  ADSS1  MARK3  POLQ  PFKFB2"
0.0162227397162201,63,1219,1.563747939183,"GO:0005524 ATP binding "," http://amigo.geneontology.org/amigo/term/GO:0005524"," MYO3A  STK35  MAPK1  APAF1  DGKG  SPATA5  ITPK1  ATP8B1  MYH15  KIF6  BMX  MLH1  PRKDC  SIK2  ADCK1  DDX10    CAMKK1  ATM  HKDC1  ACVR1B  LYN  ABCA4  CHD7  MAP2K5  PAK6  INSR  PGS1  EPHA6  ATP12A  CASK  SGK3  MCMDC2  DDX11  MYO18B  LATS2  IARS1  DPH6  RET  STK3  KATNAL1  RAF1  NEK11  CDKL3  HSPA4  SRPK2  CDK14  WNK3  NEK10  SMARCAL1  ADCY2  DNAH9  EPHA7  PLXNA2  ADCY8  ATAD2B  STK32B  STK10  MARK3  POLQ  PFKFB2"
0.0210504285154926,9,68,4.0046402055968,"GO:0008081 phosphoric diester hydrolase activity "," http://amigo.geneontology.org/amigo/term/GO:0008081"," PDE5A  PLCB1  PLCD1  PDE10A  ENPP6  PDE7A  PLCG2  PLCL1  PDE7B"
0.0230332846684061,89,1900,1.41731476750128,"GO:0043168 anion binding "," http://amigo.geneontology.org/amigo/term/GO:0043168"," MYO3A  STK35  MAPK1  APAF1  DGKG  SPATA5  ITPK1  ATP8B1  MYH15  PLCB1  IQGAP2  KIF6  PLCD1  BMX  MLH1  PRKDC  SIK2  ADCK1  DDX10    CAMKK1  ATM  HKDC1  SPTLC3  ACVR1B  RAB3C  LYN  ABCA4  RAB6A  PPARD  CHD7  DUS3L  MAP2K5  RASL12  AGAP1  AGXT2  PAK6  LDLRAP1  INSR  PGS1  NPR3  EPHA6  ATP12A  CLVS1  CASK  SGK3  MCMDC2  DDX11  MYO18B  EEFSEC  LATS2  CNGB3  IARS1  DPH6  AGPS  RET  STK3  XPR1  KATNAL1  RAF1  NEK11  CDKL3  HSPA4  SRPK2  CDK14  RAB31  GMDS  KRIT1  WNK3  NEK10  SMARCAL1  ADCY2  PLCL1  AOX1  DNAH9  EPHA7  PLXNA2  GRAMD1B  ADCY8  ATAD2B  STK32B  ARHGAP35  STK10  ADSS1  MARK3  POLQ  PFKFB2"
0.0239036368537357,35,581,1.82272780442157,"GO:0016788 hydrolase activity acting on ester bonds "," http://amigo.geneontology.org/amigo/term/GO:0016788"," PTPRT  SIAE  LIPG  PTPN23  PDE5A  CPPED1  PLCB1  PLCD1  SND1  CTDSPL  CDC14A  PTPRJ  PTPRE  PLPP1  INPP5A  PPP2R1A  PDE10A  ENPP6  PPM1A  PDE7A  PLCG2  IARS1  DIS3L2  PPP2CA  SULF1  LACTB2  EYA1  PTPRM  PLCL1  UBASH3B  ETHE1  PDE7B  H6PD  SULF2  PFKFB2"
0.0275649476771392,13,139,2.82981769923867,"GO:0004721 phosphoprotein phosphatase activity "," http://amigo.geneontology.org/amigo/term/GO:0004721"," PTPRT  PTPN23  CPPED1  CTDSPL  CDC14A  PTPRJ  PTPRE  PPP2R1A  PPM1A  PPP2CA  EYA1  PTPRM  UBASH3B"
0.0275649476771392,9,74,3.67993964838625,"GO:0005516 calmodulin binding "," http://amigo.geneontology.org/amigo/term/GO:0005516"," KCNQ3  MYO3A  TRPV4  SCN5A  PLCB1  IQGAP2  STRN3  TRPV1  RYR2"
0.0275649476771392,63,1264,1.50807653312031,"GO:0030554 adenyl nucleotide binding "," http://amigo.geneontology.org/amigo/term/GO:0030554"," MYO3A  STK35  MAPK1  APAF1  DGKG  SPATA5  ITPK1  ATP8B1  MYH15  KIF6  BMX  MLH1  PRKDC  SIK2  ADCK1  DDX10    CAMKK1  ATM  HKDC1  ACVR1B  LYN  ABCA4  CHD7  MAP2K5  PAK6  INSR  PGS1  EPHA6  ATP12A  CASK  SGK3  MCMDC2  DDX11  MYO18B  LATS2  IARS1  DPH6  RET  STK3  KATNAL1  RAF1  NEK11  CDKL3  HSPA4  SRPK2  CDK14  WNK3  NEK10  SMARCAL1  ADCY2  DNAH9  EPHA7  PLXNA2  ADCY8  ATAD2B  STK32B  STK10  MARK3  POLQ  PFKFB2"
0.0275649476771392,63,1257,1.51647473179322,"GO:0032559 adenyl ribonucleotide binding "," http://amigo.geneontology.org/amigo/term/GO:0032559"," MYO3A  STK35  MAPK1  APAF1  DGKG  SPATA5  ITPK1  ATP8B1  MYH15  KIF6  BMX  MLH1  PRKDC  SIK2  ADCK1  DDX10    CAMKK1  ATM  HKDC1  ACVR1B  LYN  ABCA4  CHD7  MAP2K5  PAK6  INSR  PGS1  EPHA6  ATP12A  CASK  SGK3  MCMDC2  DDX11  MYO18B  LATS2  IARS1  DPH6  RET  STK3  KATNAL1  RAF1  NEK11  CDKL3  HSPA4  SRPK2  CDK14  WNK3  NEK10  SMARCAL1  ADCY2  DNAH9  EPHA7  PLXNA2  ADCY8  ATAD2B  STK32B  STK10  MARK3  POLQ  PFKFB2"
0.0275649476771392,3,6,15.128640776699,"GO:0050811 GABA receptor binding "," http://amigo.geneontology.org/amigo/term/GO:0050811"," PPP2CA  PLCL1  JAKMIP1"
0.0306196655882453,4,14,8.64493758668516,"GO:0004435 phosphatidylinositol phospholipase C activity "," http://amigo.geneontology.org/amigo/term/GO:0004435"," PLCB1  PLCD1  PLCG2  PLCL1"
0.0306196655882453,4,14,8.64493758668516,"GO:0004629 phospholipase C activity "," http://amigo.geneontology.org/amigo/term/GO:0004629"," PLCB1  PLCD1  PLCG2  PLCL1"
0.0306196655882453,21,295,2.15390817837749,"GO:0005543 phospholipid binding "," http://amigo.geneontology.org/amigo/term/GO:0005543"," OSBPL10  SNX29  ATP8B1  PLCB1  IQGAP2  PLCD1  SNX19  MFGE8  AGAP1  LDLRAP1  CLVS1  SGK3  CPNE3  FRMPD2  VDAC1  KRIT1  ANXA10  GRAMD1B  APOB  PIK3C2A  ARHGAP35"
0.0391629406720053,4,15,8.06860841423948,"GO:0004089 carbonate dehydratase activity "," http://amigo.geneontology.org/amigo/term/GO:0004089"," CA5A  CA5B  CA10  CA12"
0.0395988911511078,16,204,2.37312012183514,"GO:0060090 molecular adaptor activity "," http://amigo.geneontology.org/amigo/term/GO:0060090"," AKAP13  ABI1  NLRP6  KLHDC2  KLHDC1  GRB2  AP1S2  GAB2  FRMD4A  LDLRAP1  AMBRA1  RPTOR  ICE1  STX7  STAT3  RETREG3"
0.0429148856511073,29,481,1.82424358637951,"GO:0008289 lipid binding "," http://amigo.geneontology.org/amigo/term/GO:0008289"," OSBPL10  SNX29  DGKG  ATP8B1  NLRP6  PLCB1  IQGAP2  PLCD1  SNX19  MFGE8  ABCA4  PPARD  AGAP1  LDLRAP1  CLVS1  SGK3  F2  CPNE3  FRMPD2  BPIFC  VDAC1  LAMA1  KRIT1  ANXA10  OSBPL1A  GRAMD1B  APOB  PIK3C2A  ARHGAP35"
0.0429148856511073,4,16,7.56432038834951,"GO:0015299 solute:proton antiporter activity "," http://amigo.geneontology.org/amigo/term/GO:0015299"," SLC9B2  SLC9A1  SLC11A1  SLC9C2"
0.0429148856511073,22,330,2.01715210355987,"GO:0030695 GTPase regulator activity "," http://amigo.geneontology.org/amigo/term/GO:0030695"," AKAP13  RALGPS1  FGD4  PLCB1  DOCK1  SOS2  PLEKHG6  ARHGAP42  VAV3  AGAP1  SOS1  CYTH1  HPS4  ARHGAP22  RALGDS  RIC1  PREX2  RASAL2  TBC1D15  ARHGAP35  ARHGAP21  ARFGEF1"
0.0429148856511073,22,330,2.01715210355987,"GO:0060589 nucleoside-triphosphatase regulator activity "," http://amigo.geneontology.org/amigo/term/GO:0060589"," AKAP13  RALGPS1  FGD4  PLCB1  DOCK1  SOS2  PLEKHG6  ARHGAP42  VAV3  AGAP1  SOS1  CYTH1  HPS4  ARHGAP22  RALGDS  RIC1  PREX2  RASAL2  TBC1D15  ARHGAP35  ARHGAP21  ARFGEF1"
0.0494182929853711,8,69,3.50809061488673,"GO:0004725 protein tyrosine phosphatase activity "," http://amigo.geneontology.org/amigo/term/GO:0004725"," PTPRT  PTPN23  PTPRJ  PTPRE  PPP2CA  EYA1  PTPRM  UBASH3B"
0.0494182929853711,5,28,5.40308599167822,"GO:0015298 solute:cation antiporter activity "," http://amigo.geneontology.org/amigo/term/GO:0015298"," SLC9B2  SLC9A1  SLC11A1  SLC9C2  SLC24A3"
0.0494182929853711,6,40,4.53859223300971,"GO:0035591 signaling adaptor activity "," http://amigo.geneontology.org/amigo/term/GO:0035591"," AKAP13  ABI1  GRB2  GAB2  LDLRAP1  STAT3"
0.0494182929853711,5,28,5.40308599167822,"GO:0045296 cadherin binding "," http://amigo.geneontology.org/amigo/term/GO:0045296"," PTPRT    PTPRJ  CDH13  PTPRM"
0.0534525982060581,84,1871,1.3584241851873,"GO:0016740 transferase activity "," http://amigo.geneontology.org/amigo/term/GO:0016740"," AKAP13  ELOVL6  BARD1  MYO3A  ST3GAL1  SKAP2  STK35  ST8SIA5  MAPK1  LNX1  DGKG  ITPK1  TUT7  USP22  MGAT5  BMX  MOB3B  GTDC1  PRKDC  ALG9  SIK2  ADCK1    CAMKK1  ATM  HKDC1  METTL25  DPH5  EXTL2  DBT  SPTLC3  ACVR1B  GPAT3  CDKAL1  TGS1  LYN  RNFT2  SPTSSB  MAP2K5  ZDHHC14  AGXT2  PAK6  THUMPD2  INSR  PGS1  EPHA6  CASK  SGK3  CKAP5  LATS2  WWP1  CPNE3  TRIM24  AGPS  RNF144B  RET  STK3  RAF1  NEK11  JADE2  CDKL3  ELOVL2  UBE3D  ZFP91  SRPK2  CDK14  ANKIB1  WNK3  GNPTAB  NEK10  PRMT3  COP1  EPHA7  GALNTL6  PLXNA2  TRMT1L  STK32B  PIK3C2A  STK10  MARK3  POLQ  PFKFB2"
0.0542847895120907,3,9,10.0857605177994,"GO:0017081 chloride channel regulator activity "," http://amigo.geneontology.org/amigo/term/GO:0017081"," STX8  WNK3  STX7"
0.0542847895120907,3,9,10.0857605177994,"GO:0019869 chloride channel inhibitor activity "," http://amigo.geneontology.org/amigo/term/GO:0019869"," STX8  WNK3  STX7"
0.0542847895120907,25,410,1.84495619228037,"GO:0019901 protein kinase binding "," http://amigo.geneontology.org/amigo/term/GO:0019901"," TRPV4  PTPN23  SCN5A  TRAF3  GRB2  PTPRJ  RB1CC1  TBC1D14  GAB2  RYR2  PIFO  LDB3  ATG13  SPRED1  CPNE3  RPTOR  PLCG2  CCNY  MACROH2A1  VDAC1  NEDD9  USP37  NBEA  STAT3  PFKFB2"
0.0542847895120907,71,1538,1.39679258146376,"GO:0035639 purine ribonucleoside triphosphate binding "," http://amigo.geneontology.org/amigo/term/GO:0035639"," MYO3A  STK35  MAPK1  APAF1  DGKG  SPATA5  ITPK1  ATP8B1  MYH15  KIF6  BMX  MLH1  PRKDC  SIK2  ADCK1  DDX10    CAMKK1  ATM  HKDC1  ACVR1B  RAB3C  LYN  ABCA4  RAB6A  CHD7  MAP2K5  RASL12  AGAP1  PAK6  INSR  PGS1  EPHA6  ATP12A  CASK  SGK3  MCMDC2  DDX11  MYO18B  EEFSEC  LATS2  IARS1  DPH6  RET  STK3  KATNAL1  RAF1  NEK11  CDKL3  HSPA4  SRPK2  CDK14  RAB31  WNK3  NEK10  SMARCAL1  ADCY2  DNAH9  EPHA7  PLXNA2  ADCY8  ATAD2B  STK32B  ARHGAP35  STK10  ADSS1  MARK3  POLQ  PFKFB2"
0.0542847895120907,90,2037,1.33684601855956,"GO:0036094 small molecule binding "," http://amigo.geneontology.org/amigo/term/GO:0036094"," OSBPL10  MYO3A  STK35  MAPK1  APAF1  DGKG  SPATA5  ITPK1  ATP8B1  MYH15    KIF6  BMX  MLH1  PRKDC  SIK2  ADCK1  DDX10  CAMKK1  ATM  HKDC1  TRPV1  ACSM1  SPTLC3  ACVR1B  RAB3C  LYN  ABCA4  RAB6A  PPARD  CHD7  DUS3L  MAP2K5  RASL12  RYR2  AGAP1  AGXT2  PAK6  INSR  PGS1  EPHA6  ATP12A  CASK  SGK3  MCMDC2  DDX11  MYO18B  EEFSEC  LATS2  CNGB3  IARS1  DPH6  AGPS  RET  STK3  XPR1  KATNAL1  RAF1  NEK11  CDKL3  VDAC1  HSPA4  SRPK2  CDK14  RAB31  GMDS  ACTN4  WNK3  NEK10  SMARCAL1  ADCY2  PLCL1  AOX1  DNAH9  EPHA7  PLXNA2  GRAMD1B  ADCY8  ATAD2B  STK32B  ARHGAP35  H6PD  STK10  ADSS1  MARK3  POLQ  PFKFB2"
0.0582982387619269,16,221,2.19057242015552,"GO:0016791 phosphatase activity "," http://amigo.geneontology.org/amigo/term/GO:0016791"," PTPRT  PTPN23  CPPED1  CTDSPL  CDC14A  PTPRJ  PTPRE  PLPP1  INPP5A  PPP2R1A  PPM1A  PPP2CA  EYA1  PTPRM  UBASH3B  PFKFB2"
0.0623624459301522,2,3,20.1715210355987,"GO:0008449 N-acetylglucosamine-6-sulfatase activity "," http://amigo.geneontology.org/amigo/term/GO:0008449"," SULF1  SULF2"
0.0623624459301522,2,3,20.1715210355987,"GO:0070097 delta-catenin binding "," http://amigo.geneontology.org/amigo/term/GO:0070097"," PTPRT  PTPRJ"
0.0630145723246525,72,1581,1.37794071590428,"GO:0032555 purine ribonucleotide binding "," http://amigo.geneontology.org/amigo/term/GO:0032555"," MYO3A  STK35  MAPK1  APAF1  DGKG  SPATA5  ITPK1  ATP8B1  MYH15  KIF6  BMX  MLH1  PRKDC  SIK2  ADCK1  DDX10    CAMKK1  ATM  HKDC1  ACVR1B  RAB3C  LYN  ABCA4  RAB6A  CHD7  MAP2K5  RASL12  AGAP1  PAK6  INSR  PGS1  EPHA6  ATP12A  CASK  SGK3  MCMDC2  DDX11  MYO18B  EEFSEC  LATS2  CNGB3  IARS1  DPH6  RET  STK3  KATNAL1  RAF1  NEK11  CDKL3  HSPA4  SRPK2  CDK14  RAB31  WNK3  NEK10  SMARCAL1  ADCY2  DNAH9  EPHA7  PLXNA2  ADCY8  ATAD2B  STK32B  ARHGAP35  STK10  ADSS1  MARK3  POLQ  PFKFB2"
